# count<TAB>relative-path<TAB>trimmed suspect text
# Reviewed from the 172-line suspect set before Sprint 32A implementation.
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	где:
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	должна иметь один `link_key`.
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	если изменился значимый функциональный этап.
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	если не завершён корректный Interface Collector и BridgePortResolver, нельзя начинать визуализацию RSTP на карте.
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	если они относятся к задаче.
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	и проекты:
2	docs/ПРИЛОЖЕНИЕ К ТЗ.md	и:
2	docs/ПРИЛОЖЕНИЕ К ТЗ.md	или:
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	использовать:
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	как большие рамки.
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	не отображается как:
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	результат:
1	docs/ПРИЛОЖЕНИЕ К ТЗ.md	создаётся ровно одна связь.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- будущий service/IPC split должен сохранять provider boundary и не переносить topology business logic в WPF.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- возможные vendor MIB.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- временной недоступности.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- вручную.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- выбранные интерфейсные counters.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- для устройства.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- документация обновлена при изменении архитектуры.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- другие доступные идентификаторы.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- другой тип идентификатора.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- журнал сетевых событий.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- запускать агрессивное сканирование без явного разрешения оператора.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- исходные raw значения.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- какие сведения являются подтверждёнными, а какие построены только на косвенных признаках.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- комментарий.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- либо отдельной политикой retention.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- линии — DrawingVisual или общий drawing layer.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- линий.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- лишние generated files.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- неизвестных соединительных устройств.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- неожиданного значения enum.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- новая migration не требуется; Migration012 остаётся последней.
3	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- новых migrations нет.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- номера интерфейсов.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- остановка Scheduler не удаляет последнее известное topology/observation state.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- отображение Zabbix trigger state.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- перемещать рабочую область.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- повреждения данных.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- полноценный NMS.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательская группа.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательские настройки.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательский WPF интерфейс поиска реализуется после стабилизации backend contract.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательский простой символ.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательский тип.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательских объектов.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- пользовательскую заметку.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- после появления реального Engine polling linux-x64 acceptance включает фактический запуск Engine внутри Linux environment, а не только publish.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- постоянная Device→Location assignment должна использовать внутренний DeviceId, а не IP или presentation key.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- разрешённые TCP checks.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- рамки объектов.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- расписание.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- ручное добавление.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- ручным описанием.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- скрытие.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- сохранение координат.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- существует ли кольцо, в котором все известные порты находятся Forwarding.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- указать объект размещения.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- устройств без доступного SNMP.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	- шкаф.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	10. никакого credential guessing.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	11. все пользовательские тексты русские.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	12. все комментарии собственного кода русские.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	4. если сосед неизвестен — поместить устройство в область «Новые устройства».
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	4. показать причину изменения.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	5. только затем менять UI.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	6. ручной элемент не удаляется Discovery.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	а не утверждать наличие аварии.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	а не:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	алгоритм должен корректно работать с несколькими циклами.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	без подтверждения с B.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	без указания конкретного пути.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	если изменения можно проверить последовательно.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	если фактических доказательств этого нет.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	и перечень:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	и присвоить связи уровень достоверности.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	и убедиться, что STP state назначается Interface 17.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	и:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	или конкретные команды тестов проекта.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	или любую другую связь.
4	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	или:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	лучше неправильного:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	может быть профилем Discovery.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	не готовые объекты NetworkNode, а сохранённые raw responses.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	не должно приводить к статусу:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	не означает:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	но не должна автоматически объявлять причинно-следственную связь без доказательств.
2	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	ожидается:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	означает:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	получает:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	получается корректный список:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	после чего исправлять алгоритм.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	при обязательном сохранении исходного raw значения.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	с достоверностью.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	с отображением времени последнего опроса.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	с полями:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	система достоверно собирает факты.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	устройство отображается соответствующим образом.
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	чем:
1	docs/ТЕХНИЧЕСКОЕ ЗАДАНИЕ.md	является корректным результатом.
1	README.md	- русскоязычный интерфейс.
1	src/NetLoom.Protocols.Snmp/Lldp/LldpCollector.cs	// его можно повторно обработать новым парсером.
1	src/NetLoom.Topology/Correlation/MacCorrelationResolver.cs	// а не сосед.
1	src/NetLoom.Topology/Resolution/TopologyResolver.cs	// не создаёт кандидата физической связи.
